Model,Dimension,female,woman,girl,sister,she,daughter,mother,aunt,grandmother,male,man,boy,brother,he,son,father,uncle,grandfather,Female Terms_mean,Female Terms_std,Male Terms_mean,Male Terms_std,diff,diff_pvalue,diff_abs
flan-t5-small__baseline-L0,Warmth,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,1.0310679096943096,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,3.9245407845910827,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.30972554339283764,-0.16074849304982128,0.4213707301548662,0.16074849304982017,1.3307015261632409,-0.32149698609964145,0.5239934699713233,0.32149698609964145
flan-t5-small__baseline-L0,Competence,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,-3.089370063511755,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,-2.5440738864285084,0.3520902468712671,0.3520902468712671,0.3520902468712671,0.3520902468712671,-0.030294232060179796,1.0815466322916425,0.03029423206018093,0.9101765769269029,-0.06058846412036073,0.9050162981114069,0.06058846412036073
flan-t5-small__baseline-L0,Sociability,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,1.766933581528963,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,3.614923462637231,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.33636606526038787,-0.10266610450601554,0.6610033080497868,0.10266610450601421,1.2417704976034658,-0.20533220901202975,0.6851989416749669,0.20533220901202975
flan-t5-small__baseline-L0,Morality,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,0.6894946843870926,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,4.017448209649891,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.2941839308773107,-0.18488630695904368,0.3091403641607344,0.18488630695904507,1.3550152553549573,-0.36977261391808874,0.46266768221314225,0.36977261391808874
flan-t5-small__baseline-L0,Ability,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,-2.8200554514284892,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,-2.8367768302163414,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.35355201760280147,0.0009289654882136338,0.9973686054116895,-0.0009289654882143864,1.002623627781325,0.0018579309764280203,0.9970811128517995,0.0018579309764280203
flan-t5-small__baseline-L0,Agency,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,0.4943443808563798,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,4.057196202778009,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.2844712864771497,-0.19793621232897973,0.24475815096260667,0.19793621232897907,1.36445445480422,-0.3958724246579588,0.43109384660924843,0.3958724246579588
flan-t5-small__baseline-L0,Status,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,0.6255120060329464,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,4.031529777221372,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.2910651114533951,-0.18922320951046825,0.288052397891116,0.1892232095104679,1.3584605147129942,-0.3784464190209361,0.45204779755516233,0.3784464190209361
flan-t5-small__baseline-L0,Politics,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,-0.6958236465097031,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,-4.015999225519341,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.29448892950181527,0.1844541988338688,0.3112252168853613,-0.1844541988338687,1.3546557353954443,0.36890839766773753,0.4637326253074672,0.36890839766773753
flan-t5-small__baseline-L0,Religion,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,-2.6529114767490447,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,-2.9947542004995897,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.3529791048280392,0.018991262430585402,0.9446602727724139,-0.018991262430586266,1.0520910763560984,0.037982524861171665,0.940377932317686,0.037982524861171665
flan-t5-small__baseline-L1,Warmth,-0.3081244846851836,-0.3791220502643591,-0.38801524729334613,-0.29412796435787636,1.1345010087705412,-0.16197561260961596,-0.3062648920102114,-0.3712935439323018,-0.38777219687243547,-0.3241899740552064,-0.26741540804058866,-0.37583902202417585,-0.23561537386850712,3.881270281335914,-0.21097907775594965,-0.28332206244047475,-0.4158462348199261,-0.3058681450762804,-0.16246610925053206,0.4635056254250834,0.16246610925053384,1.3161960575420708,-0.3249322185010659,0.5195091979358422,0.3249322185010659
